,Bathrooms,Bedrooms,Fibre Internet,Floor Size,Garages,Listing Date,Listing Number,Price,Town,Type of Property,Erf Size,Garden,Parking,Pool,Pet Friendly,No Pets Allowed,Secure Parking,Furnished,Flatlet,ADSL Internet,Furnished (Optional),Satellite Internet,Fixed WiMax Internet
1328,2.0,2.0,,,1.0,22 July 2020,108901555,3995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,1.0,,,,,,,,,
1329,1.0,3.0,,,,26 May 2020,108684659,2150000.0000,"12 Milner, Observatory, Cape Town",House,223 m²,,,,,,,,,,,,
1330,2.0,3.0,1.0,,1.0,30 May 2020,108694304,3650000.0000,"11 Perth Road, Observatory, Cape Town",House,299 m²,1.0,,,,,,,,,,,
1331,1.0,1.0,,67 m²,1.0,06 April 2020,108614650,2395000.0000,"3 Upper Orange Street, Gardens, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
1332,2.0,3.0,,,1.0,16 July 2020,108879555,1795000.0000,"Grassy Park, Cape Town",House,625 m²,,1.0,,,,,,,,,,
1333,3.5,3.0,,196 m²,,17 June 2020,108768665,6695000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,1.0,,1.0,,1.0,,,,,
1334,4.0,4.0,,,,09 July 2020,108850863,14950000.0000,"Clifton, Cape Town",House,406 m²,,,,,,,,,,,,
1335,1.0,1.0,,71 m²,1.0,22 June 2020,108784826,2350000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1336,2.0,4.0,,185 m²,,03 April 2020,106095163,2740000.0000,"17 Cavendish St, Woodstock, Cape Town",House,127 m²,,1.0,,1.0,,,,,,,,
1337,2.0,2.0,,91 m²,1.0,04 November 2019,108128548,2795000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
1338,1.0,1.0,,45 m²,,05 December 2019,108248275,1775000.0000,"14 Adderley Street, 708 Cartwright's Corner, Cape Town City Centre, Cape Town",Apartment / Flat,2 057 m²,,1.0,,,1.0,,,,,,,
1339,1.0,2.0,,62 m²,,17 July 2020,108883734,1160000.0000,"50 Flamingo Crescent, Flamingo Mews Development, Lansdowne, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1340,2.0,3.0,,,,06 July 2020,108838728,2375000.0000,"Claremont, Cape Town",House,241 m²,1.0,,,,,,,,,,,
1341,2.0,2.0,,112 m²,,20 January 2020,108342218,2700000.0000,"North Wharf Protea Hotel, 1 Lower Buitengracht, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1342,1.5,2.0,,,,11 August 2020,108971109,4850000.0000,"Camps Bay, Cape Town",Apartment / Flat,84 m²,,,,,,,,,,,,
1343,1.0,1.0,,61 m²,1.0,26 June 2020,108803884,2399000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1344,2.0,2.0,,96 m²,2.0,29 June 2020,108812062,5300000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1345,1.0,1.0,,,1.0,18 July 2020,108886328,5300000.0000,"Sea Point, Cape Town",Apartment / Flat,96 m²,,,1.0,,,,,,,,,
1346,1.0,0.5,,44 m²,,19 June 2020,108781363,1595000.0000,"Tamboerskloof, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1347,1.0,1.0,1.0,,,16 September 2020,109126755,1720000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1348,2.0,2.0,,106 m²,,29 July 2019,107759432,4950000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,2.0,,,,,,
1349,2.0,3.0,,111 m²,2.0,29 June 2020,108811181,6700000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1350,1.0,2.0,,,,18 August 2020,109002423,579000.0000,"Pelican Park, Cape Town",House,56 m²,1.0,1.0,,,,,,,,,,
1351,3.0,2.0,,328 m²,2.0,20 June 2020,106070063,10996000.0000,"Fresnaye, Cape Town",Apartment / Flat,2 481 m²,,,,1.0,,,,,,,,
1352,2.0,2.0,,92 m²,2.0,29 June 2020,108811184,4900000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
1353,2.0,3.0,,,4.0,23 July 2020,108903374,1750000.0000,"Ottery, Cape Town",House,389 m²,1.0,,,,,,,,,,,
1354,3.0,4.0,,69 m²,1.0,11 July 2020,108860280,2390000.0000,"Ottery, Cape Town",House,400 m²,1.0,4.0,,,,,,,,,,
1355,1.0,3.0,,,,13 July 2020,108866096,1595000.0000,"36 Greatmore Street, Woodstock, Cape Town",House,168 m²,,,,,,,,,,,,
1356,2.0,2.0,,128 m²,,23 June 2020,108791661,6800000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
1357,1.0,,,28 m²,,23 June 2020,108792637,1100000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1358,3.5,4.0,,,,03 August 2020,108943535,8500000.0000,"Camps Bay, Cape Town",House,,,1.0,1.0,1.0,,,,,,,,
1359,2.0,3.0,,,1.0,21 July 2020,108896472,4500000.0000,"Claremont, Cape Town",House,496 m²,,,1.0,,,,,,,,,
1360,1.0,2.0,1.0,,,14 August 2020,108990109,1395000.0000,"2 Burke Street, Observatory, Cape Town",House,79 m²,,,,,,,,,,,,
1361,1.0,2.0,,,1.0,30 July 2020,108933276,1570000.0000,"12 Bower Road, Wynberg Upper, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,,
1362,4.0,4.0,,295 m²,2.0,24 February 2020,108481358,4350000.0000,"19 Starke Road, Bergvliet, Cape Town",House,744 m²,,2.0,,,,,,,,,,
1363,3.0,4.0,,,3.0,06 July 2020,108837759,3750000.0000,"11 Greenwood Walk, Tokai, Cape Town",House,912 m²,,2.0,,,,,,,,,,
1364,1.0,1.0,,71 m²,,04 April 2020,108613854,2450000.0000,"Icon Building, 24 Hans Strijdom Avenue, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1365,1.0,1.0,,60 m²,,05 December 2019,108245392,1295000.0000,"267 Victoria Road, Woodstock, Cape Town",Apartment / Flat,60 m²,,1.0,,,1.0,,,,,,,
1366,1.0,3.0,,,2.0,10 July 2020,108856026,2250000.0000,"Plumstead, Cape Town",House,472 m²,,1.0,,1.0,,,,,,,,
1367,1.0,1.0,,62 m²,,18 June 2020,108776088,1495000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
1368,2.5,3.0,,,2.0,20 June 2020,108782146,6700000.0000,"8 Avenue Provence, Constantia, Cape Town",House,1 560 m²,1.0,,1.0,,,,,,,,,
1369,1.0,2.0,,107 m²,,02 July 2020,108825787,2289600.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
1370,1.0,1.0,,42 m²,,26 February 2020,108492990,1150000.0000,"18 The Bantry Bay, 8 Alexander Road, Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1371,2.0,5.0,,,,03 August 2020,108944143,1799000.0000,"Retreat, Cape Town",House,,1.0,1.0,,,,,,,,,,
1372,1.0,1.0,,62 m²,,02 July 2020,105734639,1750000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1373,1.0,,,33 m²,,05 August 2020,108951859,895000.0000,"Zonnebloem, Cape Town",Apartment / Flat,33 m²,,,,,,,,,,,,
1374,1.5,2.0,,90 m²,,08 May 2020,108652641,1995000.0000,"75 Third Avenue, Harfield Village, Cape Town",Townhouse,,,2.0,1.0,1.0,,,,,,,,
1375,4.0,3.0,,353 m²,,17 July 2020,106043354,14995000.0000,"Steenberg Golf Estate, Cape Town",House,1 047 m²,,,1.0,1.0,,,,,,,,
1376,1.0,3.0,,,,03 August 2020,108942109,4650000.0000,"Gardens, Cape Town",House,140 m²,,,,,,,,,,,,
1377,2.0,3.0,,122 m²,,07 July 2020,108844428,2750000.0000,"Tamboerskloof, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1378,2.0,2.0,,130 m²,,17 February 2020,108454164,13450000.0000,"8 Marina One Quay Street, Waterfront, Cape Town",Apartment / Flat,,1.0,,1.0,,,2.0,,,,,,
1379,3.5,4.0,,,,03 August 2020,108943535,8500000.0000,"Camps Bay, Cape Town",House,,,1.0,1.0,1.0,,,,,,,,
1380,1.0,2.0,1.0,,,14 August 2020,108990109,1395000.0000,"2 Burke Street, Observatory, Cape Town",House,79 m²,,,,,,,,,,,,
1381,1.0,1.0,,42 m²,1.0,09 June 2020,108724372,1200000.0000,"267 Victoria Road, Salt River, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1382,1.0,1.0,,45 m²,,18 June 2020,108773620,1249000.0000,"Observatory, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1383,4.0,4.0,,295 m²,2.0,24 February 2020,108481358,4350000.0000,"19 Starke Road, Bergvliet, Cape Town",House,744 m²,,2.0,,,,,,,,,,
1384,1.0,2.0,1.0,,,12 July 2020,108860951,1250000.0000,"7 Rosedon Rd, Rondebosch East, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1385,1.0,1.0,,67 m²,1.0,18 June 2020,108774718,3900000.0000,"Tokai, Cape Town",House,383 m²,,,,1.0,,,,,,,,
1386,3.0,4.0,,,3.0,06 July 2020,108837759,3750000.0000,"11 Greenwood Walk, Tokai, Cape Town",House,912 m²,,2.0,,,,,,,,,,
1387,1.0,1.0,,62 m²,,13 July 2020,108864116,1750000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,,,
1388,4.0,4.0,,321 m²,,18 November 2019,108189442,14750000.0000,"66 Kloof Road, Sea Point, Cape Town",Apartment / Flat,,,3.0,1.0,,1.0,,1.0,,,,,
1389,3.0,3.0,,,1.0,27 July 2020,108915535,4995000.0000,"5 Schilpadvlei Road, Constantia, Cape Town",House,422 m²,1.0,3.0,,,,,,,,,,
1390,3.5,3.0,,406 m²,,03 July 2020,108831063,17500000.0000,"Sea Point, Cape Town",Apartment / Flat,,,2.0,1.0,1.0,,,,,,,,
1391,1.0,1.0,,60 m²,,05 December 2019,108245392,1295000.0000,"267 Victoria Road, Woodstock, Cape Town",Apartment / Flat,60 m²,,1.0,,,1.0,,,,,,,
1392,2.5,3.0,,,2.0,20 June 2020,108782146,6700000.0000,"8 Avenue Provence, Constantia, Cape Town",House,1 560 m²,1.0,,1.0,,,,,,,,,
1393,1.0,2.0,,107 m²,,02 July 2020,108825787,2289600.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
1394,2.0,2.0,,114 m²,2.0,07 July 2020,108840882,3850000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1395,1.0,1.0,,43 m²,,18 November 2019,108191555,1495000.0000,"66 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,43 m²,,,,,1.0,,,,,,,
1396,3.0,4.0,,69 m²,,06 July 2020,108835712,2150000.0000,"Surrey Estate, Cape Town",House,595 m²,,,,1.0,,,,1.0,,,,
1397,1.0,1.0,,41 m²,1.0,19 March 2020,108588874,1275000.0000,"Deauville, 20 Ednam Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1398,2.5,3.0,1.0,231 m²,,12 July 2020,108861834,15750000.0000,"Bantry Bay, Cape Town",Apartment / Flat,231 m²,1.0,2.0,1.0,,1.0,,,,,,,
1399,1.0,2.0,,60 m²,1.0,18 May 2020,108668006,2050000.0000,"12 Bowwood Road, Claremont Upper, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
1400,2.5,3.0,,195 m²,,11 July 2020,108860458,10995000.0000,"Fresnaye, Cape Town",Apartment / Flat,,1.0,2.0,1.0,,1.0,,,,,,,
1401,2.0,3.0,,104 m²,2.0,26 June 2020,108806365,4900000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1402,1.0,1.0,,49 m²,1.0,20 March 2020,108593291,1565000.0000,"1915 Parliament Street, Cape Town City Centre, Cape Town",Apartment / Flat,49 m²,,1.0,,,1.0,,,,,,,
1403,1.0,1.0,,60 m²,,29 July 2020,108927556,1999500.0000,"Oranjezicht, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
1404,2.0,2.0,,105 m²,,24 June 2020,108798083,3490000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,2.0,1.0,,1.0,,1.0,,,,,
1405,2.0,4.0,,,,03 September 2020,109064559,850000.0000,"Langa, Cape Town",House,,,1.0,,,,,,,,,,
1406,2.5,3.0,,147 m²,1.0,12 May 2020,108658314,3295000.0000,"10 Molenvliet Road, Observatory, Cape Town",House,160 m²,1.0,,,,,1.0,,,,,,
1407,2.0,2.0,,,1.0,16 September 2019,107944872,5850000.0000,"Sea Point, Cape Town",House,210 m²,1.0,,,,,,,,,,,
1408,2.0,2.0,,103 m²,,13 July 2020,108863713,3950000.0000,"Green Point, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
1409,1.0,1.0,,,,03 July 2020,108831477,2350000.0000,"Harfield Village, Cape Town",House,296 m²,,2.0,,1.0,,,,,,,,
1410,3.0,3.0,1.0,195 m²,1.0,14 July 2020,108868429,4500000.0000,"Stonehurst Mountain Estate, Cape Town",House,198 m²,1.0,,,1.0,,,,,,,,
1411,,3.0,1.0,,2.0,23 June 2020,108790623,2645000.0000,"54 Rosmead Avenue, Harfield Village, Cape Town",House,366 m²,1.0,,,1.0,,,,,,,,
1412,1.0,3.0,,120 m²,1.0,30 March 2020,108606674,2095000.0000,"12 Carrol Road, Ottery, Cape Town",House,615 m²,,,1.0,1.0,,,,1.0,,,,
1413,1.0,2.0,,104 m²,,23 June 2020,107485752,3650000.0000,"1 Breda Street, Oranjezicht, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1414,1.0,2.0,,64 m²,,03 February 2020,108395167,1350000.0000,"48 Greenfields, Main Road, Diep River, Cape Town",Townhouse,,1.0,1.0,,,,,,,,,,
1415,2.0,3.0,,190 m²,,17 June 2020,108772190,4995000.0000,"Sea Point, Cape Town",House,250 m²,,,,,,,,,,,,
1416,1.0,2.0,,45 m²,,31 December 2019,108285429,950000.0000,"14 Sunrise Boulevard, Muizenberg, Cape Town",Apartment / Flat,45 m²,,,1.0,1.0,,1.0,,,,,,
1417,2.0,2.0,,78 m²,,09 December 2019,108254980,4650000.0000,"1 Ocean View Drive, Green Point, Cape Town",Apartment / Flat,78 m²,,,,1.0,,,1.0,,,,,
1418,1.0,,1.0,51 m²,,20 June 2020,108781870,1695000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,30 000 m²,,1.0,1.0,,1.0,,,,,,,
1419,3.0,3.0,,185 m²,,16 April 2020,108626153,6900000.0000,"96 Beach Road, Muizenberg, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
1420,1.0,0.5,,40 m²,1.0,29 June 2020,108810053,1995000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
1421,2.0,3.0,,123 m²,1.0,19 June 2020,108779330,2200000.0000,"Muizenberg, Cape Town",House,285 m²,1.0,,,,,,,,,,,
1422,2.0,3.0,,177 m²,,16 May 2020,108666291,4950000.0000,"Walmer Estate, Cape Town",House,740 m²,1.0,2.0,1.0,,,4.0,,1.0,,,,
1423,1.0,2.0,,63 m²,1.0,02 July 2020,108826493,3395000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
1424,3.0,3.0,,200 m²,4.0,04 June 2020,108706862,3950000.0000,"Newlands, Cape Town",House,350 m²,,,1.0,,,,,,,,,
1425,1.0,1.0,,45 m²,,19 June 2020,108779526,1150000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1426,2.0,2.0,,83 m²,,17 June 2020,108769778,4850000.0000,"Kalk Bay, Cape Town",Apartment / Flat,83 m²,,,,,,,,,,,,
1427,2.0,3.0,,200 m²,,21 June 2020,108783382,6995000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
1428,1.0,2.0,,,1.0,07 July 2020,108841427,1495000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,76 m²,1.0,,,,,,,,,,,
1429,2.0,3.0,,,,17 August 2020,108998139,1850000.0000,"15 Prince George Drive, Muizenberg, Cape Town",House,296 m²,,4.0,,,,,,,,,,
1430,2.0,2.0,,56 m²,,03 July 2020,108828329,1795000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
1431,2.0,2.0,,100 m²,,27 June 2020,108808239,3775000.0000,"58 Harbouredge, 10 Hospital Road, De Waterkant, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
1432,2.0,2.0,,87 m²,,24 June 2020,108797037,4500000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,1.0,,1.0,,1.0,,,,,
1433,2.0,3.0,,95 m²,,18 March 2020,108581915,1795000.0000,"42 Sea Breeze Road, Kirstenhof, Cape Town",Townhouse,,1.0,1.0,,,,,,,,,,
1434,1.0,2.0,,,,25 August 2020,109029870,925000.0000,"45 Dune Crest, Muizenberg, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
1435,1.0,1.0,,,,28 May 2020,108690429,1590000.0000,"A305 The Claremont 53 Main Road, Claremont, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
1436,1.0,1.0,,68 m²,,19 March 2020,108586075,1650000.0000,"96 Beach Road, Muizenberg, Cape Town",Apartment / Flat,68 m²,,,,,,1.0,,,,,,
1437,2.5,3.0,,103 m²,1.0,18 June 2020,108775043,3295000.0000,"Rosebank, Cape Town",House,133 m²,,1.0,,,1.0,,,,,,,
1438,1.0,1.0,,51 m²,,03 June 2020,108703004,2490000.0000,"303 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1439,2.0,4.0,,164 m²,,16 June 2020,108766252,2995000.0000,"20 Fraser Road, Muizenberg, Cape Town",House,255 m²,,,,1.0,,3.0,,,,,,
1440,2.5,2.0,,111 m²,1.0,16 March 2020,108574314,4995000.0000,"293 Beach Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
1441,4.5,4.0,,,2.0,05 June 2020,108710483,9950000.0000,"31a Brommaert Avenue, Constantia, Cape Town",House,1 359 m²,1.0,,,,,,,,,,,
1442,2.0,3.0,,,1.0,04 July 2020,108832611,1900000.0000,"Costa Da Gama, Cape Town",House,265 m²,,3.0,,,,,,,,,,
1443,3.0,3.0,1.0,,,04 August 2020,108945492,2495000.0000,"Observatory, Cape Town",House,,,2.0,,,,,,,,,,
1444,2.0,2.0,,,,15 July 2020,108874348,2700000.0000,"Observatory, Cape Town",Townhouse,262 m²,,1.0,,,1.0,,,,,,,
1445,1.0,1.0,1.0,64 m²,,29 June 2020,108813470,1150000.0000,"Kenilworth, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1446,1.0,,1.0,36 m²,,18 June 2020,108776954,1299000.0000,"Woodstock, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
1447,1.0,2.0,,84 m²,,07 July 2020,108843045,1500000.0000,"Observatory, Cape Town",House,84 m²,,,,1.0,,,,,,,,
1448,1.0,1.0,1.0,94 m²,1.0,19 June 2020,108779541,2895000.0000,"Vredehoek, Cape Town",Apartment / Flat,94 m²,1.0,,,1.0,,,,,,,,
1449,2.0,4.0,,,,25 August 2020,109028487,5300000.0000,"Bo Kaap, Cape Town",House,424 m²,1.0,1.0,,1.0,,,,,,,,
1450,3.0,3.0,,200 m²,,02 July 2020,108824294,4990000.0000,"Sea Point, Cape Town",House,148 m²,,,,1.0,,,,,,,,
1451,2.0,3.0,,231 m²,2.0,14 June 2018,106441019,15750000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
1452,2.0,2.0,,,,04 June 2020,108709246,1895000.0000,"13 Yellowwoods 2 Sherwood Avenue, Kenilworth, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1453,1.0,0.5,,42 m²,,14 July 2020,108870504,1800000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1454,1.5,2.0,,92 m²,,11 July 2020,108860485,2250000.0000,"Kenilworth Upper, Cape Town",Townhouse,,,,,,,,,,,,,
1455,4.0,4.5,,,2.0,17 February 2020,108455585,59950000.0000,"10 Glen Beach Road, Camps Bay, Cape Town",House,414 m²,,2.0,1.0,,,,,,,,,
1456,2.0,3.0,,,,05 August 2020,108953267,1650000.0000,"Heathfield, Cape Town",House,151 m²,1.0,,,,,,,,,,,
1457,1.5,2.0,,61 m²,,10 July 2020,108859393,2180000.0000,"Zonnebloem, Cape Town",Apartment / Flat,69 m²,,1.0,1.0,,1.0,,,,,,,
1458,2.0,2.0,1.0,79 m²,1.0,01 July 2020,108818253,1595000.0000,"Salt River, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1459,2.0,3.0,,113 m²,1.0,19 June 2020,108780267,2990000.0000,"4 Mercury Road, Kirstenhof, Cape Town",House,725 m²,1.0,,,,,,,,,,,
1460,2.0,2.0,1.0,61 m²,,13 March 2020,108568344,1599000.0000,"Kenilworth, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
1461,3.0,3.0,,90 m²,1.0,23 September 2019,107972108,8300000.0000,"9 La Cases Road, Newlands, Cape Town",House,265 m²,1.0,1.0,,,,,,,,,,
1462,2.0,2.0,,109 m²,1.0,15 June 2020,108763595,9500000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1463,1.0,1.0,,44 m²,,03 July 2020,108831830,1850000.0000,"1 Kotzee Road, Observatory, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1464,2.0,4.0,,,1.0,07 August 2020,108961543,1250000.0000,"Bridgetown, Cape Town",House,,,,,,,,,1.0,,,,
1465,3.0,4.0,,148 m²,1.0,18 March 2020,108581404,2995000.0000,"9 Hillside, 11 Vans Road, Tokai, Cape Town",Townhouse,,,1.0,,,,,,,,,,
1466,1.0,2.0,1.0,100 m²,2.0,25 June 2020,108799965,2200000.0000,"38 Robins Road, Observatory, Cape Town",House,123 m²,,1.0,,1.0,,,,,,,,
1467,4.5,4.0,,344 m²,2.0,13 March 2020,108565932,14495000.0000,"1 Ratling Road, Fresnaye, Cape Town",House,499 m²,,2.0,,,,,,,,,,
1468,2.0,3.0,,200 m²,1.0,18 June 2020,108773661,3995000.0000,"3 Murray Road, Kenilworth Upper, Cape Town",House,545 m²,1.0,4.0,1.0,1.0,,,,,,,,
1469,1.0,1.0,,47 m²,,23 June 2020,108790042,2595000.0000,"Foreshore, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
1470,2.0,3.0,,110 m²,1.0,05 June 2020,108713353,1450000.0000,"Muizenberg, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
1471,1.0,2.0,,,1.0,23 July 2020,108907268,1399000.0000,"Costa Da Gama, Cape Town",Townhouse,200 m²,1.0,1.0,,,,,,,,,,
1472,1.0,1.0,,51 m²,,05 August 2020,108951785,1595000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
1473,5.0,6.0,,,2.0,20 July 2020,108890396,9000000.0000,"Constantia, Cape Town",House,3 325 m²,,4.0,1.0,1.0,,,,,,,,
1474,1.0,2.0,,,,05 August 2020,108950506,1895000.0000,"Woodstock, Cape Town",House,145 m²,,,,,,,,,,,,
1475,1.0,3.0,,,,23 July 2020,108907582,2400000.0000,"Lansdowne, Cape Town",House,447 m²,,3.0,,,,,,,,,,
1476,1.0,1.0,,39 m²,,03 July 2020,108828548,920000.0000,"Rosebank, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1477,2.0,2.0,,121 m²,,23 March 2020,108597896,4200000.0000,"19 Parliament Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
1478,2.0,2.0,1.0,79 m²,1.0,01 July 2020,108818253,1595000.0000,"Salt River, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1479,1.0,1.0,,52 m²,,22 June 2020,108787845,2600000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,1.0,,,,,
1480,3.5,3.0,,,2.0,15 July 2020,108152426,7500000.0000,"Claremont Upper, Cape Town",House,,1.0,1.0,,,,,,,,,,
1481,2.0,3.0,,117 m²,,13 March 2020,108568064,4495000.0000,"292 Beach Rd, Sea Point, Cape Town",Apartment / Flat,,1.0,1.0,,1.0,,,,,,,,
1482,1.0,1.0,,43 m²,,19 March 2020,108584960,1300000.0000,"17 Bromwell Street, Woodstock, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
1483,1.0,1.0,,62 m²,,13 March 2020,108568065,2350000.0000,"62 Kloof Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
1484,2.0,3.0,1.0,206 m²,2.0,21 February 2020,108473642,9950000.0000,"Bordeaux 239 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1485,1.0,1.0,,,,23 July 2020,108906145,1890000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1486,14.0,13.0,,,,21 January 2019,107110756,10695000.0000,"1 Faure Street, Gardens, Cape Town",House,485 m²,,,,,,,,,,,,
1487,1.0,1.0,,48 m²,1.0,25 June 2020,108801640,1095000.0000,"23 Bridge Street, Rosebank, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1488,2.0,2.0,,141 m²,2.0,15 June 2020,107055124,4995000.0000,"Foreshore, Cape Town",Apartment / Flat,141 m²,,,1.0,,1.0,,,,,,,
1489,2.0,2.0,,,1.0,30 June 2020,108817578,5300000.0000,"6 Clydebank Road, Green Point, Cape Town",House,192 m²,1.0,,,,,,,,,,,
1490,2.0,3.0,,110 m²,1.0,05 June 2020,108713353,1450000.0000,"Muizenberg, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
1491,1.0,2.0,,,1.0,23 July 2020,108907268,1399000.0000,"Costa Da Gama, Cape Town",Townhouse,200 m²,1.0,1.0,,,,,,,,,,
1492,1.0,1.0,,68 m²,,20 September 2019,107967013,2195000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1493,2.0,2.0,1.0,,,03 August 2020,108941436,4499995.0000,"71 Loop Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1494,1.0,1.0,,47 m²,,09 July 2020,108854860,1850000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,1.0,,,,
1495,1.0,3.0,,,,23 July 2020,108907582,2400000.0000,"Lansdowne, Cape Town",House,447 m²,,3.0,,,,,,,,,,
1496,2.0,3.0,,134 m²,1.0,19 June 2020,108780480,2995000.0000,"6 Crescent Road, Claremont, Cape Town",House,334 m²,,2.0,,,,,,,,,,
1497,1.0,2.0,,,1.0,27 July 2020,108917379,2200000.0000,"45 Chapel St, Zonnebloem, Cape Town, Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1498,2.0,2.0,1.0,78 m²,,30 July 2020,108931829,2280000.0000,"The Piazza, 32 Parliament Street, Cape Town, Cape Town City Centre, Cape Town",Apartment / Flat,78 m²,,1.0,,,1.0,,,,,,,
1499,1.0,1.0,1.0,61 m²,,15 June 2020,108765079,2295000.0000,"30 Mechau Street, De Waterkant, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
