,Bathrooms,Bedrooms,Floor Size,Listing Date,Listing Number,Price,Town,Type of Property,Furnished,Parking,Pet Friendly,Pool,No Pets Allowed,Erf Size,Garages,Garden,Secure Parking,Fibre Internet,Flatlet,Satellite Internet,ADSL Internet
169,5.0,6.0,,02 January 2020,108286287,18995000.0000,"11 The Meadows Road, Camps Bay, Cape Town",House,,2.0,,,,966 m²,2.0,,,,,,
170,3.5,4.0,566 m²,15 February 2018,106041817,34000000.0000,"12 La Camargue 263 Beach Road, Sea Point, Cape Town",Apartment / Flat,,2.0,,,,,,,,,,,
171,2.0,2.0,149 m²,30 April 2019,107450722,7500000.0000,"1 Isidore Cohen Place, Camps Bay, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
172,1.0,3.0,,22 July 2020,108901262,599000.0000,"Pelican Park, Cape Town",House,,,,,,,,,,,,,
173,1.0,2.0,93 m²,26 November 2018,106986615,3495000.0000,"41 Exner Avenue, Vredehoek, Cape Town",Apartment / Flat,,1.0,1.0,,,,1.0,,,,,,
174,2.0,2.0,95 m²,10 January 2019,107072429,3950000.0000,"2 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,,,,94 m²,,,1.0,,,,
175,1.0,1.0,58 m²,20 February 2019,107220692,3250000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,,,,,,,,,,
176,3.0,3.0,,26 August 2019,107872707,3399000.0000,"28 Avonduur Road, Pinelands, Cape Town",House,,1.0,1.0,,,797 m²,1.0,1.0,,,,,
177,4.0,5.0,530 m²,04 July 2018,106502424,43500000.0000,"6 Olive Close, Constantia, Cape Town",House,,,,1.0,,4 215 m²,3.0,1.0,,,,,
178,2.0,2.0,107 m²,24 May 2019,107530180,1995000.0000,"1 Indian Road, Kenilworth Upper, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
179,1.0,1.0,41 m²,18 December 2018,107043035,1200000.0000,"109 Longmarket Street, Cape Town City Centre, Cape Town",Apartment / Flat,1.0,,,,1.0,,,,,,,,
180,2.0,2.0,57 m²,02 December 2019,108234999,1640000.0000,"3a Howe Street, Observatory, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
181,2.0,3.0,120 m²,14 February 2020,108445334,3295000.0000,"27 Farmsedge, Bergvliet, Cape Town",House,,2.0,1.0,,,571 m²,1.0,1.0,,,,,
182,1.0,0.5,43 m²,22 October 2019,108082668,1795000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,1.0,,,,,
183,3.0,3.0,145 m²,26 June 2019,107643641,8995000.0000,"21 Platteklip Square, Camps Bay, Cape Town",House,,2.0,,,,645 m²,2.0,1.0,,,,,
184,3.0,3.0,,13 July 2020,108865682,6690000.0000,"Tokai, Cape Town",House,,,1.0,,,,2.0,,,,,,
185,1.0,1.0,40 m²,12 December 2019,108264386,1950000.0000,"9 Marine, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,1.0,,,,
186,6.5,5.0,702 m²,01 August 2018,106601644,29900000.0000,"1 Rustic Road 70/30, Higgovale, Cape Town",House,,,1.0,1.0,,1 488 m²,2.0,,,,1.0,,
187,2.5,3.0,214 m²,24 April 2018,106271365,8690000.0000,"7 Roodeberg, 1 Isidore Cohen Place, Camps Bay, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
188,2.0,2.0,117 m²,26 March 2019,107336499,15995000.0000,"43 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,1.0,,,,,1.0,,,,
189,1.0,1.0,49 m²,17 June 2020,108770753,2500000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
190,2.5,5.0,500 m²,05 March 2020,104611107,8950000.0000,"1 Airlie Lane, Constantia, Cape Town",House,,10.0,1.0,1.0,,2 981 m²,2.0,,,,1.0,,
191,1.0,2.0,65 m²,05 June 2020,108712198,1295000.0000,"104 Main Road, Lakeside, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
192,6.0,5.0,642 m²,11 November 2016,104515067,44000000.0000,"Llandudno, Cape Town",House,,,,,,991 m²,4.0,,,,,,
193,3.0,3.0,186 m²,09 February 2019,107183015,11495000.0000,"35 Medburn Road, Camps Bay, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,140 m²,2.0,,,,,,
194,2.0,3.0,,12 March 2020,108563542,6950000.0000,"50 Palmboom Road, Newlands, Cape Town",House,,,,,,744 m²,2.0,,,,,,
195,2.0,3.0,199 m²,25 June 2020,108801931,2950000.0000,"13 Lower Collingwood, Observatory, Cape Town",House,,,1.0,,,,,1.0,,,,,
196,5.0,7.0,500 m²,31 August 2018,106702316,6500000.0000,"3 Conifer Way, Pinelands, Cape Town",House,,5.0,1.0,1.0,,1 292 m²,,,,,1.0,,
197,6.0,8.0,374 m²,31 August 2018,106702350,6500000.0000,"3 Conifer Way, Pinelands, Cape Town",House,,,,,,1 292 m²,,1.0,,,1.0,,
198,1.0,1.0,41 m²,18 December 2018,107043035,1200000.0000,"109 Longmarket Street, Cape Town City Centre, Cape Town",Apartment / Flat,1.0,,,,1.0,,,,,,,,
199,2.0,2.0,57 m²,02 December 2019,108234999,1640000.0000,"3a Howe Street, Observatory, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
200,2.0,2.0,,30 December 2019,108284838,4500000.0000,"Bantry Bay, Cape Town",Apartment / Flat,1.0,,,,1.0,,1.0,1.0,,,,,
201,10.0,9.0,1000 m²,11 March 2019,107288978,44000000.0000,"Llandudno, Cape Town",House,,,,,,991 m²,4.0,1.0,,,,,
202,2.0,3.0,120 m²,14 February 2020,108445334,3295000.0000,"27 Farmsedge, Bergvliet, Cape Town",House,,2.0,1.0,,,571 m²,1.0,1.0,,,,,
203,3.0,3.0,346 m²,30 October 2017,105748363,6995000.0000,"25 Glenhof Road, Newlands, Cape Town",House,,,1.0,1.0,,,2.0,1.0,,,,,
204,3.0,3.0,145 m²,26 June 2019,107643641,8995000.0000,"21 Platteklip Square, Camps Bay, Cape Town",House,,2.0,,,,645 m²,2.0,1.0,,,,,
205,1.0,1.0,60 m²,11 June 2020,108734649,7130000.0000,"Waterfront, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
206,1.0,1.0,40 m²,12 December 2019,108264386,1950000.0000,"9 Marine, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,1.0,,,,
207,2.0,2.0,117 m²,26 March 2019,107336499,15995000.0000,"43 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,1.0,,,,,1.0,,,,
208,2.5,3.0,214 m²,19 March 2019,107318272,8690000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,1.0,1.0,,,1.0,,,,,,
209,5.0,4.0,446 m²,12 March 2020,108561966,11500000.0000,"Camps Bay, Cape Town",House,,,,1.0,1.0,446 m²,2.0,,,,,,
210,4.0,3.0,215 m²,13 September 2017,105586958,14250000.0000,"9 Scholtz Road, Three Anchor Bay, Cape Town",Apartment / Flat,,2.0,,,,,,,,,,,
211,1.0,1.0,43 m²,22 October 2019,108082716,1795000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
212,1.0,1.0,49 m²,17 June 2020,108770753,2500000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
213,3.0,3.0,186 m²,09 February 2019,107183015,11495000.0000,"35 Medburn Road, Camps Bay, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,140 m²,2.0,,,,,,
214,2.0,3.0,152 m²,21 November 2018,106974783,9000000.0000,"Sixty6 On K 64 Kloof Road, Sea Point, Cape Town",Apartment / Flat,,2.0,,,,152 m²,,,,,,,
215,2.0,2.0,110 m²,05 August 2019,107795631,6499000.0000,"305 Beach Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
216,4.0,4.0,,29 February 2020,108514198,5950000.0000,"24 Wood Road, Rondebosch, Cape Town",House,,,,1.0,,1 035 m²,2.0,,3.0,,,,
217,1.0,2.0,,26 June 2020,108803527,3650000.0000,"Gardens, Cape Town",Apartment / Flat,,,1.0,,,86 m²,,,,,,,
218,4.0,4.0,580 m²,05 February 2019,107163920,23000000.0000,"Llandudno, Cape Town",House,,,,,,1 090 m²,2.0,,,,,,
219,3.5,4.0,200 m²,29 August 2019,107883802,4950000.0000,"23 Burgundy Road, Constantia, Cape Town",House,,2.0,1.0,1.0,,1 006 m²,2.0,,,,,,
220,1.0,1.0,51 m²,22 November 2018,106979787,2995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,51 m²,,,,,,,
221,3.0,5.0,300 m²,06 March 2019,107270180,9900000.0000,"4 Oudekraal Road, Camps Bay, Cape Town",House,,,,,,402 m²,,,1.0,,,,
222,3.5,3.0,491 m²,08 June 2018,106419919,45000000.0000,"4 Marina Two Quay Street, Waterfront, Cape Town",Apartment / Flat,,,,1.0,,,,,3.0,,,,
223,3.0,2.0,124 m²,07 November 2018,106927536,6300000.0000,"22 Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,124 m²,,,2.0,,,,
224,1.0,1.0,96 m²,24 April 2020,108635051,5100000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
225,1.0,1.0,79 m²,23 May 2020,108680752,2995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
226,2.0,3.0,,23 December 2019,108281056,8999000.0000,"10 Law Road, Three Anchor Bay, Cape Town",House,,,,,,270 m²,,,1.0,,,,
227,2.0,2.0,144 m²,20 August 2018,106661026,6995000.0000,"17 Calais Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,2.0,,,,
228,1.0,1.0,52 m²,11 October 2019,108046311,2495000.0000,"Ben Roma, 17 Antwerp Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,,
229,1.0,1.0,55 m²,08 June 2020,108719656,1590000.0000,"Muizenberg, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
230,2.0,3.0,216 m²,11 November 2019,108154083,4285000.0000,"1 Winchcombe, The Cotswolds, 8 Indian Road, Kenilworth Upper, Cape Town",Apartment / Flat,,1.0,,,,,2.0,,,,,,
231,2.0,2.0,116 m²,07 July 2020,108844116,3200000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
232,1.0,1.0,54 m²,15 April 2019,107407478,2295000.0000,"22 Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
233,1.0,1.0,59 m²,26 May 2020,108686669,2999000.0000,"Foreshore, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,59 m²,,,,,,,
234,2.0,3.0,,04 September 2019,107902968,8000000.0000,"32 Upper Albert Road, Tamboerskloof, Cape Town",House,,,,1.0,,397 m²,1.0,,,,,,
235,3.5,3.0,250 m²,02 June 2017,105210307,18000000.0000,"297 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,2.0,,,,,,
236,4.0,4.0,,29 February 2020,108514198,5950000.0000,"24 Wood Road, Rondebosch, Cape Town",House,,,,1.0,,1 035 m²,2.0,,3.0,,,,
237,3.0,5.0,306 m²,12 November 2019,108161693,9900000.0000,"Camps Bay, Cape Town",House,,1.0,1.0,1.0,,402 m²,,,,,,,
238,1.0,1.0,52 m²,10 June 2019,107585739,2495000.0000,"17 Antwerp Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,1.0,1.0,,,,,
239,3.5,3.0,491 m²,08 June 2018,106419919,45000000.0000,"4 Marina Two Quay Street, Waterfront, Cape Town",Apartment / Flat,,,,1.0,,,,,3.0,,,,
240,1.0,1.0,96 m²,24 April 2020,108635051,5100000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
241,1.0,1.0,65 m²,09 June 2020,108725654,1650000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
242,1.0,1.0,79 m²,23 May 2020,108680752,2995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
243,1.0,1.0,54 m²,12 June 2020,108736457,2450000.0000,"Newlands, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
244,4.0,4.0,218 m²,19 July 2017,105387789,5950000.0000,"1a Avenue Normandie Street, Fresnaye, Cape Town",Apartment / Flat,,,,1.0,,,,,,,1.0,,
245,2.0,2.0,144 m²,20 August 2018,106661026,6995000.0000,"17 Calais Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,2.0,,,,
246,1.0,1.0,55 m²,08 June 2020,108719656,1590000.0000,"Muizenberg, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
247,2.0,2.0,108 m²,04 April 2019,107369590,7795000.0000,"125 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,1.0,,,,2.0,,,,,,
248,3.0,2.0,92 m²,03 October 2019,108004512,2300000.0000,"31 Brickfield, University Estate, Cape Town",Apartment / Flat,,,,1.0,,,,,1.0,,,,
249,3.0,5.0,309 m²,14 July 2017,105371435,8950000.0000,"201 Main Road, Kalk Bay, Cape Town",House,,,,,,462 m²,2.0,1.0,,,,,
250,2.0,2.0,116 m²,07 July 2020,108844116,3200000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
251,3.5,3.0,295 m²,07 January 2019,107060732,13500000.0000,"24 Francolin Road, Camps Bay, Cape Town",House,,4.0,,1.0,,1 088 m²,2.0,,,,,,
252,1.0,1.0,54 m²,15 April 2019,107407478,2295000.0000,"22 Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
253,6.0,4.0,650 m²,14 August 2019,107825563,23000000.0000,"Llandudno, Cape Town",House,,,1.0,1.0,,1 090 m²,2.0,,,,,,
254,2.0,3.0,,04 September 2019,107902968,8000000.0000,"32 Upper Albert Road, Tamboerskloof, Cape Town",House,,,,1.0,,397 m²,1.0,,,,,,
255,3.0,3.0,293 m²,20 November 2018,106969207,33250000.0000,"17 Brompton Avenue, Bantry Bay, Cape Town",Apartment / Flat,,,1.0,1.0,,,3.0,,,,,,
256,4.5,4.0,515 m²,10 December 2019,108258087,21950000.0000,"16 Francolin Road, Camps Bay, Cape Town",Apartment / Flat,,,,1.0,,,2.0,1.0,,,,,
257,4.0,4.0,596 m²,31 July 2018,106597038,12500000.0000,"12 Marshall Avenue, Kenilworth Upper, Cape Town",House,,5.0,,,,1 183 m²,2.0,,,,,,
258,4.0,6.0,600 m²,07 January 2020,108294086,4450000.0000,"Pinelands, Cape Town",House,,1.0,,1.0,,805 m²,1.0,,,,,,
259,1.0,3.0,,13 July 2020,108866050,1595000.0000,"50 Greatmore Street, Woodstock, Cape Town",House,,1.0,,,,186 m²,,1.0,,1.0,,,
260,2.0,2.0,,26 June 2020,108804591,2595000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
261,1.0,0.5,36 m²,26 May 2020,108686668,2275000.0000,"Foreshore, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,36 m²,,,,,,,
262,1.0,2.0,64 m²,14 August 2019,107824522,1950000.0000,"3a Howe Street, Observatory, Cape Town",Apartment / Flat,,,,1.0,,,,,2.0,,,,
263,2.0,2.0,124 m²,16 March 2017,104942401,4500000.0000,"Gardens, Cape Town",Apartment / Flat,1.0,,,,,,1.0,,,,,,
264,1.0,1.0,56 m²,22 July 2020,108901341,1499000.0000,"Salt River, Cape Town",Apartment / Flat,,,,,,,,,,,,,
265,14.0,14.0,1049 m²,05 February 2019,107164858,9900000.0000,"11 Leicester Road, Lakeside, Cape Town",House,,,1.0,,,929 m²,4.0,,,,,,
266,1.0,1.0,63 m²,13 September 2019,107940807,3550000.0000,"Fairways, 23 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
267,2.0,3.0,100 m²,21 October 2019,108079782,3695000.0000,"5 Lindisfarne, 40 Grove Avenue, Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,,,1.0,,,,,,
268,1.0,1.0,43 m²,01 March 2019,107256373,2300000.0000,"20 2115 Radisson Blu, 20 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,1.0,1.0,,1.0,1.0,,1.0,,,,,,
269,1.0,1.0,50 m²,09 November 2019,108150741,999000.0000,"19 Oak Ave, Wynberg Upper, Cape Town",Apartment / Flat,,,,,,50 m²,,,,,,,
270,3.0,3.0,482 m²,04 April 2019,107370150,11995000.0000,"Vue De Mer 23a Calais Road, Sea Point, Cape Town",Apartment / Flat,,2.0,,1.0,,,1.0,1.0,,,,,
271,4.5,4.0,600 m²,13 December 2019,108267993,25950000.0000,"6 Lincoln Road, Camps Bay, Cape Town",Townhouse,,2.0,,1.0,,,2.0,1.0,,,,,
272,1.0,1.0,59 m²,14 January 2019,107081004,2490000.0000,"14 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,1.0,,,,
273,1.0,1.0,58 m²,23 January 2020,108354491,2720000.0000,"105 Strand Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,1.0,,,,
274,2.0,2.0,155 m²,24 June 2019,107632975,7250000.0000,"Foreshore, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
275,2.0,3.0,166 m²,17 October 2019,108067069,4500000.0000,"Marseilles Mansions 7 Marseilles Avenue, Fresnaye, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
276,3.5,3.0,442 m²,23 July 2020,108906682,29999000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,1.0,1.0,,456 m²,2.0,1.0,2.0,,,,
277,1.0,2.0,83 m²,16 October 2019,108061876,4500000.0000,"82 Pavillion Place, 281 Beach Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
278,1.0,2.0,77 m²,01 October 2019,107996663,1650000.0000,"21 East Lake Drive, Marina Da Gama, Cape Town",House,,,,,,174 m²,1.0,,,,,,
279,1.0,2.0,,11 August 2020,108974750,549000.0000,"14 Blouberg Close, Heideveld, Cape Town",House,,1.0,,,1.0,,1.0,,,,,,
280,1.0,1.0,,10 March 2020,108553183,3150000.0000,"Belle France, 243 Beach Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
281,1.0,2.0,59 m²,31 August 2019,107891357,1150000.0000,"8 Twilley Street, Kenilworth, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
282,,,,21 July 2020,108896250,1999999.0000,"Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
283,3.0,3.0,254 m²,22 May 2020,108679003,7300000.0000,"Higgovale, Cape Town",Apartment / Flat,,,,1.0,,,3.0,,1.0,,,,
284,1.0,3.0,,25 March 2020,108601365,4900000.0000,"2 Richmond Road, Kenilworth Upper, Cape Town",House,,,,,,372 m²,1.0,1.0,1.0,,1.0,,
285,3.5,4.0,,08 June 2020,108716650,10000000.0000,"Constantia, Cape Town",House,,,,1.0,,3 999 m²,2.0,1.0,1.0,,,,
286,1.0,2.0,79 m²,10 October 2019,108041866,2395000.0000,"202 High Level Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
287,1.5,2.0,139 m²,09 December 2019,108253519,2650000.0000,"359 Main, Kenilworth, Cape Town",Apartment / Flat,,2.0,,,,,1.0,1.0,,,,1.0,
288,2.0,2.0,137 m²,03 December 2019,108237417,3785000.0000,"3 Wisteria Road, Claremont Upper, Cape Town",House,,2.0,,,,419 m²,1.0,,,,,,
289,1.0,1.0,,06 July 2020,108838202,2299000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
290,1.0,2.0,86 m²,30 September 2019,107991628,2595000.0000,"13 Florida Road, Vredehoek, Cape Town",Apartment / Flat,,,,,,86 m²,1.0,,,1.0,,,
291,3.5,4.0,249 m²,03 February 2020,108395268,6500000.0000,"5 Upper Rose Street, Newlands, Cape Town",House,,,,1.0,,625 m²,2.0,1.0,,,1.0,,
292,2.0,3.0,145 m²,15 August 2019,107832080,3995000.0000,"285 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,145 m²,,,1.0,,,,
293,4.0,4.0,198 m²,19 May 2020,108671355,6950000.0000,"St James, Cape Town",House,,2.0,1.0,,,406 m²,2.0,,,,,,
294,1.5,3.0,111 m²,02 December 2019,108235176,1350000.0000,"13 Byrnes, Wynberg, Cape Town",Apartment / Flat,,,,,,,,,,,,,
295,1.0,2.0,69 m²,28 October 2019,108103878,2595000.0000,"10 Hof Street, Gardens, Cape Town",Apartment / Flat,,,,,1.0,,,1.0,,,,,
296,2.0,2.0,71 m²,31 July 2019,107767911,2950000.0000,"9 Clydebank Road, Green Point, Cape Town",Apartment / Flat,1.0,,1.0,,,,,,,,,,
297,2.0,5.0,103 m²,03 June 2019,107561555,3700000.0000,"24 Coronation Road, Walmer Estate, Cape Town",House,,,,,,308 m²,,1.0,,,,,
298,4.5,4.0,515 m²,11 December 2019,108261565,21950000.0000,"16 Francolin Road, Camps Bay, Cape Town",Apartment / Flat,,,,1.0,,,2.0,,,,,,
299,2.0,3.0,160 m²,28 October 2019,108105259,12000000.0000,"10 Steens Road, Llandudno, Cape Town",House,,,,,,571 m²,,1.0,,,,,
300,3.0,3.0,156 m²,02 March 2018,106094396,6800000.0000,"22 Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
301,1.0,,43 m²,18 November 2019,108190354,1750000.0000,"206 Upper Buitenkant Street, Oranjezicht, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
302,5.5,5.0,,08 January 2020,108297762,55000000.0000,"240 Ocean View Drive, Fresnaye, Cape Town",House,,2.0,,1.0,,629 m²,2.0,1.0,,,,,
303,11.0,6.0,1200 m²,10 July 2018,106522050,29750000.0000,"6 Marmion Road, Oranjezicht, Cape Town",House,,6.0,,1.0,,1 801 m²,4.0,1.0,,,,,
304,1.0,1.0,95 m²,17 September 2019,107949566,3150000.0000,"Th Adderley Bijoux, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
305,1.0,1.0,60 m²,01 November 2019,108120143,2100000.0000,"159 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,1.0,,,
306,1.0,2.0,74 m²,17 October 2019,108069197,2499999.0000,"9 The Curragh, Kenilworth Upper, Cape Town",Apartment / Flat,,,,,,,2.0,,,,,,
307,3.0,3.0,172 m²,20 November 2019,108200359,11250000.0000,"22 Riebeek, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,2.0,,,,
308,1.0,2.0,93 m²,10 May 2019,107481510,4900000.0000,"163 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
309,3.0,4.0,,05 December 2019,108246115,3995000.0000,"1 Kelvin Road, Rondebosch, Cape Town",House,,,,,,679 m²,,,3.0,,,,
310,2.5,2.0,400 m²,13 December 2019,108266478,18950000.0000,"6a Lincoln Road, Camps Bay, Cape Town",Apartment / Flat,,2.0,,1.0,,,2.0,,,,,,
311,2.5,3.0,297 m²,14 October 2019,108053239,22000000.0000,"40b Springbok Road, Green Point, Cape Town",Apartment / Flat,,,,1.0,,,2.0,,,,,,
312,2.5,3.0,231 m²,13 July 2018,106535672,9950000.0000,"14 Park Avenue, Camps Bay, Cape Town",Townhouse,,,,1.0,,,4.0,1.0,,,,,
313,5.0,5.0,400 m²,13 September 2019,107942215,20995000.0000,"5 The Drive, Camps Bay, Cape Town",House,,,,,,583 m²,2.0,,,,,,
314,1.0,2.0,79 m²,11 February 2019,107187758,3999000.0000,"30 Ravensteyn Road, Camps Bay, Cape Town",Apartment / Flat,,,,,,79 m²,1.0,,,,,,
315,1.0,1.0,84 m²,25 June 2018,106475769,2645000.0000,"167 Loop Street, Cape Town City Centre, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,2 593 m²,1.0,,,,,,
316,4.0,5.0,,27 February 2020,108509303,15950000.0000,"8a Struben, Claremont Upper, Cape Town",House,,,,1.0,,1 013 m²,2.0,1.0,3.0,,1.0,,
317,2.0,5.0,103 m²,03 June 2019,107561555,3700000.0000,"24 Coronation Road, Walmer Estate, Cape Town",House,,,,,,308 m²,,1.0,,,,,
318,4.5,4.0,515 m²,11 December 2019,108261565,21950000.0000,"16 Francolin Road, Camps Bay, Cape Town",Apartment / Flat,,,,1.0,,,2.0,,,,,,
319,1.0,2.0,,04 August 2020,108948447,650000.0000,"Wynberg, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
320,1.0,,43 m²,18 November 2019,108190354,1750000.0000,"206 Upper Buitenkant Street, Oranjezicht, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
321,2.0,3.0,115 m²,01 June 2020,108696538,1790000.0000,"Diep River, Cape Town",Townhouse,,,,,,,1.0,1.0,,,,,
322,11.0,6.0,1200 m²,10 July 2018,106522050,29750000.0000,"6 Marmion Road, Oranjezicht, Cape Town",House,,6.0,,1.0,,1 801 m²,4.0,1.0,,,,,
323,4.5,5.0,,26 November 2019,108218514,20995000.0000,"5 The Drive, Camps Bay, Cape Town",House,,,,1.0,,583 m²,2.0,1.0,2.0,,,,
324,1.0,1.0,60 m²,01 November 2019,108120143,2100000.0000,"159 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,1.0,,,
325,1.0,1.0,49 m²,06 April 2020,107144302,899000.0000,"1 Marston Road, Diep River, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
326,1.0,2.0,93 m²,10 May 2019,107481510,4900000.0000,"163 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
327,3.0,4.0,,05 December 2019,108246115,3995000.0000,"1 Kelvin Road, Rondebosch, Cape Town",House,,,,,,679 m²,,,3.0,,,,
328,2.0,4.0,,06 December 2019,108250731,6995000.0000,"2 Toleni Road, Kenilworth Upper, Cape Town",House,,2.0,,,,684 m²,2.0,,,,,,
329,2.5,2.0,400 m²,13 December 2019,108266478,18950000.0000,"6a Lincoln Road, Camps Bay, Cape Town",Apartment / Flat,,2.0,,1.0,,,2.0,,,,,,
330,2.5,3.0,297 m²,14 October 2019,108053239,22000000.0000,"40b Springbok Road, Green Point, Cape Town",Apartment / Flat,,,,1.0,,,2.0,,,,,,
331,4.5,4.0,,08 June 2020,108720583,35000000.0000,"Bantry Bay, Cape Town",House,,,,,,948 m²,,,,,,,
332,5.0,5.0,,04 December 2018,107011395,59000000.0000,"Fresnaye, Cape Town",House,,2.0,,1.0,1.0,629 m²,2.0,,,,,,
333,3.0,3.0,156 m²,02 October 2019,106040139,6800000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
334,1.0,2.0,,22 July 2020,108900145,3590000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
335,1.0,2.0,73 m²,19 February 2019,107217674,2650000.0000,"34 904c Disa Park, 36 Clifford Avenue, Vredehoek, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
336,1.0,2.0,101 m²,09 January 2019,107068197,3250000.0000,"219 Norfolk Road, Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
337,1.0,1.0,,23 July 2020,108907511,1679000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,1.0,,,1.0,,,
338,1.0,2.0,,09 September 2020,109093802,450000.0000,"Nyanga, Cape Town",House,,,,,1.0,,,,,,,,
339,1.0,2.0,175 m²,15 May 2020,108664872,2995000.0000,"Woodstock, Cape Town",House,,,1.0,,,,,,,,,,
